"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","标准应用设置测试用例","1","0","添加透视表布局-添加名称添加显示设置 添加成功","0"
"0","","0","生产特征表测试用例","1","0","下拉框选择成功","0"
"0","","0","物料组表测试用例","1","0","查询物料组名称包含A并且物料优先度>0","0"
"0","","0","收货班次测试用例","1","0","取消删除数据","0"
"0","","0","方案管理表测试用例","1","0","属性设置-筛选订单","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派资源","0"
"0","","0","客户表测试用例","1","0","添加客户信息，只填写客户代码，不填写客户名称，不允许提交","0"
"0","","0","资源组表测试用例","1","0","代码设计器选择成功，并且没有乱码","0"
"1","","0","物控方案管理表测试用例","0","0","删除命令成功","0"
"1","","0","生产报工测试用例","0","0","选择下拉框成功，将开始生产改为结束","0"
"0","","0","生产特征表测试用例","1","0","添加生产特征信息 不填写数据点击确认 不允许提交，添加新布局","0"
"0","","0","资源组表测试用例","1","0","添加资源组信息 不填写数据点击确认 不允许提交，添加测试布局","0"
"1","","0","生产报工测试用例","0","0","添加生产报工完成，继续添加同一个生产报工输入报告数量会弹出提示并且实绩状态变为结束","0"
"0","","0","收货班次测试用例","1","0","添加必填数据成功","0"
