"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17617","test_environment_all_checkbox1","Tests.test_system","Sat Mar 21 05:18:10 CST 2026","passed","Sat Mar 21 05:18:28 CST 2026","TestEnvironmentPage","test_environment","",""
"","5550","test_materialInventory_ctrls","Tests.test_material","Sat Mar 21 04:13:18 CST 2026","passed","Sat Mar 21 04:13:23 CST 2026","TestItemPage","test_materialInventory","",""
"","65092","test_spec_spec8","Tests.test_items","Fri Mar 20 21:07:57 CST 2026","passed","Fri Mar 20 21:09:02 CST 2026","TestSpecPage","test_spec1","",""
"","10333","test_personal_search_close","Tests.test_items","Sat Mar 21 02:12:20 CST 2026","passed","Sat Mar 21 02:12:31 CST 2026","TestPersonalPage","test_personal","",""
"","13395","test_materialInventory_select3","Tests.test_material","Sat Mar 21 04:11:19 CST 2026","passed","Sat Mar 21 04:11:33 CST 2026","TestItemPage","test_materialInventory","",""
"","27668","test_apps_shiftdel","Tests.test_system","Sat Mar 21 07:19:53 CST 2026","passed","Sat Mar 21 07:20:21 CST 2026","TestSAppsPage","test_apps","",""
"","43311","test_role_success2","Tests.test_system","Sat Mar 21 05:55:38 CST 2026","passed","Sat Mar 21 05:56:22 CST 2026","TestRolePage","test_role","",""
"","19440","test_tablesetting_setfixedColumn","Tests.test_items","Sat Mar 21 02:19:58 CST 2026","passed","Sat Mar 21 02:20:17 CST 2026","TestTableSettingPage","test_tablesetting","",""
"","9006","test_affairs_process_addfail6","Tests.test_system","Sat Mar 21 05:28:53 CST 2026","passed","Sat Mar 21 05:29:02 CST 2026","TestAffairsPage","test_affairs","",""
"","4565","test_materialInventory_shift","Tests.test_material","Sat Mar 21 04:13:13 CST 2026","passed","Sat Mar 21 04:13:18 CST 2026","TestItemPage","test_materialInventory","",""
"","12482","test_spec_select5","Tests.test_items","Fri Mar 20 20:58:52 CST 2026","passed","Fri Mar 20 20:59:05 CST 2026","TestSpecPage","test_spec1","",""
"","7831","test_unpickedMaterialDetails_addfail","Tests.test_material","Sat Mar 21 04:23:33 CST 2026","passed","Sat Mar 21 04:23:41 CST 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","13998","test_home_clear_all_cancel","Tests.test_system","Sat Mar 21 05:11:38 CST 2026","passed","Sat Mar 21 05:11:52 CST 2026","TestHomePage","test_home","",""
"","15133","test_material_batchcomplete_select1","Tests.test_material","Sat Mar 21 05:04:17 CST 2026","passed","Sat Mar 21 05:04:33 CST 2026","TestSPlanDataPage","test_materialPlanData","",""
"","6148","test_login_pafail","Tests.test_items","Fri Mar 20 20:52:12 CST 2026","passed","Fri Mar 20 20:52:18 CST 2026","TestLoginPage","test_login","",""
"","25229","test_home_save_template_confirm1","Tests.test_system","Sat Mar 21 05:12:34 CST 2026","passed","Sat Mar 21 05:12:59 CST 2026","TestHomePage","test_home","",""
"","12901","test_inTransitInventory_select3","Tests.test_material","Sat Mar 21 03:59:55 CST 2026","passed","Sat Mar 21 04:00:08 CST 2026","TestItemPage","test_inTransitInventory","",""
"","11374","test_unpickedMaterialDetails_addcodefail","Tests.test_material","Sat Mar 21 04:23:41 CST 2026","passed","Sat Mar 21 04:23:52 CST 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","55355","test_user_roledel2","Tests.test_system","Sat Mar 21 06:10:54 CST 2026","passed","Sat Mar 21 06:11:49 CST 2026","TestUserRolePage","test_userRole","",""
"","7328","test_personal_expand2","Tests.test_items","Sat Mar 21 02:05:13 CST 2026","passed","Sat Mar 21 02:05:21 CST 2026","TestPersonalPage","test_personal","",""
"","31478","test_menu_delsuccess","Tests.test_system","Sat Mar 21 06:57:46 CST 2026","passed","Sat Mar 21 06:58:18 CST 2026","TestSMenuPage","test_menu","",""
